timestamp_utc,run_id,corpus_id,stage_n,event,role,model,target_n,existing_n,missing_n,completed_n,note
2026-09-02T02:52:29.271862Z,dreaddit_dev580_working_v1,dreaddit,100,stage_start,,,100,,,,
2026-09-02T02:52:29.272688Z,dreaddit_dev580_working_v1,dreaddit,100,role_model_skip_complete,generalist,qwen3:8b,100,100,0,100,existing_outputs_reused
2026-09-02T02:52:29.273379Z,dreaddit_dev580_working_v1,dreaddit,100,role_model_skip_complete,generalist,llama3.1:8b,100,100,0,100,existing_outputs_reused
2026-09-02T02:52:29.274140Z,dreaddit_dev580_working_v1,dreaddit,100,role_model_skip_complete,generalist,gemma3:4b,100,100,0,100,existing_outputs_reused
2026-09-02T02:52:29.540926Z,dreaddit_dev580_working_v1,dreaddit,100,role_model_skip_complete,qualitative_methods,qwen3:8b,100,100,0,100,existing_outputs_reused
2026-09-02T02:52:29.541715Z,dreaddit_dev580_working_v1,dreaddit,100,role_model_skip_complete,qualitative_methods,llama3.1:8b,100,100,0,100,existing_outputs_reused
2026-09-02T02:52:29.542361Z,dreaddit_dev580_working_v1,dreaddit,100,role_model_skip_complete,qualitative_methods,gemma3:4b,100,100,0,100,existing_outputs_reused
2026-09-02T02:52:29.622093Z,dreaddit_dev580_working_v1,dreaddit,100,role_model_skip_complete,domain,qwen3:8b,100,100,0,100,existing_outputs_reused
2026-09-02T02:52:29.622818Z,dreaddit_dev580_working_v1,dreaddit,100,role_model_skip_complete,domain,llama3.1:8b,100,100,0,100,existing_outputs_reused
2026-09-02T02:52:29.623474Z,dreaddit_dev580_working_v1,dreaddit,100,role_model_skip_complete,domain,gemma3:4b,100,100,0,100,existing_outputs_reused
2026-09-02T02:52:29.705109Z,dreaddit_dev580_working_v1,dreaddit,100,quality_judge_start,judge,,100,,,,
2026-09-02T02:52:29.705286Z,dreaddit_dev580_working_v1,dreaddit,100,quality_judge_complete,judge,,100,,,,skipped
2026-09-02T02:52:29.849697Z,dreaddit_dev580_working_v1,dreaddit,100,stage_complete,,,100,,,,
2026-09-02T02:52:30.068322Z,goemotions_train_all_working_v1,goemotions,100,stage_start,,,100,,,,
2026-09-02T02:52:30.069099Z,goemotions_train_all_working_v1,goemotions,100,role_model_skip_complete,generalist,qwen3:8b,100,100,0,100,existing_outputs_reused
2026-09-02T02:52:30.069763Z,goemotions_train_all_working_v1,goemotions,100,role_model_skip_complete,generalist,llama3.1:8b,100,100,0,100,existing_outputs_reused
2026-09-02T02:52:30.070416Z,goemotions_train_all_working_v1,goemotions,100,role_model_start,generalist,gemma3:4b,100,8,92,8,
2026-09-02T03:06:15.837756Z,goemotions_train_all_working_v1,goemotions,100,role_model_complete,generalist,gemma3:4b,100,8,92,100,
2026-09-02T03:06:15.917788Z,goemotions_train_all_working_v1,goemotions,100,role_model_start,qualitative_methods,qwen3:8b,100,54,46,54,
2026-09-02T03:11:38.708763Z,goemotions_train_all_working_v1,goemotions,100,role_model_complete,qualitative_methods,qwen3:8b,100,54,46,100,
2026-09-02T03:11:38.709176Z,goemotions_train_all_working_v1,goemotions,100,role_model_start,qualitative_methods,llama3.1:8b,100,0,100,0,
2026-09-02T03:23:37.927025Z,goemotions_train_all_working_v1,goemotions,100,role_model_complete,qualitative_methods,llama3.1:8b,100,0,100,100,
2026-09-02T03:23:37.928296Z,goemotions_train_all_working_v1,goemotions,100,role_model_start,qualitative_methods,gemma3:4b,100,0,100,0,
2026-09-02T03:35:45.401359Z,goemotions_train_all_working_v1,goemotions,100,role_model_complete,qualitative_methods,gemma3:4b,100,0,100,100,
2026-09-02T03:35:45.469386Z,goemotions_train_all_working_v1,goemotions,100,role_model_start,domain,qwen3:8b,100,25,75,25,
2026-09-02T03:44:05.230247Z,goemotions_train_all_working_v1,goemotions,100,role_model_complete,domain,qwen3:8b,100,25,75,100,
2026-09-02T03:44:05.230814Z,goemotions_train_all_working_v1,goemotions,100,role_model_start,domain,llama3.1:8b,100,0,100,0,
2026-09-02T03:56:29.667531Z,goemotions_train_all_working_v1,goemotions,100,role_model_complete,domain,llama3.1:8b,100,0,100,100,
2026-09-02T03:56:29.667740Z,goemotions_train_all_working_v1,goemotions,100,role_model_start,domain,gemma3:4b,100,0,100,0,
2026-09-02T04:10:10.238540Z,goemotions_train_all_working_v1,goemotions,100,role_model_complete,domain,gemma3:4b,100,0,100,100,
2026-09-02T04:10:10.307037Z,goemotions_train_all_working_v1,goemotions,100,quality_judge_start,judge,,100,,,,
2026-09-02T04:10:10.307175Z,goemotions_train_all_working_v1,goemotions,100,quality_judge_complete,judge,,100,,,,skipped
2026-09-02T04:10:10.452282Z,goemotions_train_all_working_v1,goemotions,100,stage_complete,,,100,,,,
2026-09-02T04:10:10.471083Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,100,stage_start,,,100,,,,
2026-09-02T04:10:10.471175Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,100,role_model_start,generalist,qwen3:8b,100,0,100,0,
2026-09-02T04:24:02.614950Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,100,role_model_complete,generalist,qwen3:8b,100,0,100,100,
2026-09-02T04:24:02.615158Z,agyw_focus_groups_eval765_working_v1,agyw_focus_groups,100,role_model_start,generalist,llama3.1:8b,100,0,100,0,
